ID,Type,Medium,Title,Year,Director,Watched,AdditionalInfo,Franchise,Prequels,Sequels,FranchiseComplete,MissingParts,Runtime,Genre,Summary,Writer,Music,Cinematography,CostumeDesign,Cast
Spongebob_Squarepants_Season_1_1999,Series,DVD,Spongebob Squarepants [Season 1],1999,Stephen Hillenburg,YES,,YES,,"Spongebob Squarepants [Season 2], Spongebob Squarepants [Season 3], Spongebob Squarepants [Season 4], Spongebob Squarepants [Season 5], Spongebob Squarepants [Season 6], Spongebob Squarepants [Season 7], Spongebob Squarepants [Season 8]",YES,,10,"Sitcom, Animation, Comedy",,,,,,
Spongebob_Squarepants_Season_2_2000,Series,DVD,Spongebob Squarepants [Season 2],2000,Stephen Hillenburg,YES,,YES,Spongebob Squarepants [Season 1],"Spongebob Squarepants [Season 3], Spongebob Squarepants [Season 4], Spongebob Squarepants [Season 5], Spongebob Squarepants [Season 6], Spongebob Squarepants [Season 7], Spongebob Squarepants [Season 8]",YES,,10,"Sitcom, Animation, Comedy",,,,,,
Spongebob_Squarepants_Season_3_2001,Series,DVD,Spongebob Squarepants [Season 3],2001,Stephen Hillenburg,YES,,YES,"Spongebob Squarepants [Season 1], Spongebob Squarepants [Season 2]","Spongebob Squarepants [Season 4], Spongebob Squarepants [Season 5], Spongebob Squarepants [Season 6], Spongebob Squarepants [Season 7], Spongebob Squarepants [Season 8]",YES,,10,"Sitcom, Animation, Comedy",,,,,,
Spongebob_Squarepants_Season_4_2005,Series,DVD,Spongebob Squarepants [Season 4],2005,Stephen Hillenburg,YES,,YES,"Spongebob Squarepants [Season 1], Spongebob Squarepants [Season 2], Spongebob Squarepants [Season 3]","Spongebob Squarepants [Season 5], Spongebob Squarepants [Season 6], Spongebob Squarepants [Season 7], Spongebob Squarepants [Season 8]",YES,,10,"Sitcom, Animation, Comedy",,,,,,
Spongebob_Squarepants_Season_5_2007,Series,DVD,Spongebob Squarepants [Season 5],2007,Stephen Hillenburg,YES,,YES,"Spongebob Squarepants [Season 1], Spongebob Squarepants [Season 2], Spongebob Squarepants [Season 3], Spongebob Squarepants [Season 4]","Spongebob Squarepants [Season 6], Spongebob Squarepants [Season 7], Spongebob Squarepants [Season 8]",YES,,10,"Sitcom, Animation, Comedy",,,,,,
Spongebob_Squarepants_Season_6_2008,Series,DVD,Spongebob Squarepants [Season 6],2008,Stephen Hillenburg,YES,,YES,"Spongebob Squarepants [Season 1], Spongebob Squarepants [Season 2], Spongebob Squarepants [Season 3], Spongebob Squarepants [Season 4], Spongebob Squarepants [Season 5]","Spongebob Squarepants [Season 7], Spongebob Squarepants [Season 8]",YES,,10,"Sitcom, Animation, Comedy",,,,,,
Spongebob_Squarepants_Season_7_2009,Series,DVD,Spongebob Squarepants [Season 7],2009,Stephen Hillenburg,YES,,YES,"Spongebob Squarepants [Season 1], Spongebob Squarepants [Season 2], Spongebob Squarepants [Season 3], Spongebob Squarepants [Season 4], Spongebob Squarepants [Season 5], Spongebob Squarepants [Season 6]",Spongebob Squarepants [Season 8],YES,,10,"Sitcom, Animation, Comedy",,,,,,
Spongebob_Squarepants_Season_8_2011,Series,DVD,Spongebob Squarepants [Season 8],2011,Stephen Hillenburg,YES,,YES,"Spongebob Squarepants [Season 1], Spongebob Squarepants [Season 2], Spongebob Squarepants [Season 3], Spongebob Squarepants [Season 4], Spongebob Squarepants [Season 5], Spongebob Squarepants [Season 6], Spongebob Squarepants [Season 7]",,YES,,10,"Sitcom, Animation, Comedy",,,,,,
Star_Wars_Episode_IX_The_Rise_of_Skywalker_2019,Movie,BluRay,Star Wars: Episode IX - The Rise of Skywalker,2019,J.J. Abrams,YES,,YES,"Star Wars: Episode VII - The Force Awakens, Star Wars: Episode VIII - The Last Jedi",,NO,"Star Wars: Episode I – The Phantom Menace, Star Wars: Episode II – Attack of the Clones, Star Wars: Episode III – Revenge of the Sith, Star Wars: Episode IV – A New Hope, Star Wars: Episode V – The Empire Strikes Back, Star Wars: Episode VI – Return of the Jedi",141,"Fantasy, Action, SciFi","This movie was trash... UNTIL I found out Jodie Comer has a 30 seconds appearance in it. Just joking it is still a really bad movie but it is super cool that Jodie Comer is in it and if I was forced to watch it again I would because I know I have something to look forward to. Anyways, I also went to see this film my crush (🤫) so it would have been so much more fun if we kissed instead of Daisy Ridley and Adam Driver (which was just weird).",Rian Johnson,John Williams,Steve Yedlin,Michael Kaplan,"Mark Hamill, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac, Andy Serkis, Lupita Nyong'o, Domhnall Gleeson, Anthony Daniels, Gwendoline Christie, Kelly Marie Tran, Laura Dern, Benicio Del Toro, Billie Lourd, Justin Theroux,"
Star_Wars_Episode_VII_The_Force_Awakens_2015,Movie,BluRay,Star Wars: Episode VII - The Force Awakens,2015,J.J. Abrams,YES,,YES,,"Star Wars: Episode VIII - The Last Jedi, Star Wars: Episode IX - The Rise of Skywalker",NO,"Star Wars: Episode I – The Phantom Menace, Star Wars: Episode II – Attack of the Clones, Star Wars: Episode III – Revenge of the Sith, Star Wars: Episode IV – A New Hope, Star Wars: Episode V – The Empire Strikes Back, Star Wars: Episode VI – Return of the Jedi",135,"Fantasy, Action, SciFi",,,,,,
Star_Wars_Episode_VIII_The_Last_Jedi_2017,Movie,BluRay,Star Wars: Episode VIII - The Last Jedi,2017,Rian Johnson,YES,,YES,Star Wars: Episode VII - The Force Awakens,Star Wars: Episode IX - The Rise of Skywalker,NO,"Star Wars: Episode I – The Phantom Menace, Star Wars: Episode II – Attack of the Clones, Star Wars: Episode III – Revenge of the Sith, Star Wars: Episode IV – A New Hope, Star Wars: Episode V – The Empire Strikes Back, Star Wars: Episode VI – Return of the Jedi",152,"Fantasy, Action, SciFi",,,,,,
Step_Up_2006,Movie,DVD,Step Up,2006,Anne Fletcher,YES,,YES,,"Step Up 2 the Streets, Step Up 3D, Step Up Revolution, Step Up All In",YES,,98,"Romance, Drama, Sports",,,,,,
Step_Up_2_the_Streets_2008,Movie,DVD,Step Up 2 the Streets,2008,Jon M. Chu,YES,,YES,Step Up,"Step Up 3D, Step Up Revolution, Step Up All In",YES,,98,"Romance, Drama, Sports",,,,,,
Step_Up_3D_2010,Movie,DVD,Step Up 3D,2010,Jon M. Chu,YES,,YES,"Step Up, Step Up 2 the Streets","Step Up Revolution, Step Up All In",YES,,103,"Romance, Drama, Sports",,,,,,
Step_Up_All_In_2014,Movie,DVD,Step Up All In,2014,Trish Sie,YES,,YES,"Step Up, Step Up 2 the Streets, Step Up 3D, Step Up Revolution",,YES,,108,"Romance, Drama, Sports",,,,,,
Step_Up_Revolution_2012,Movie,DVD,Step Up Revolution,2012,Scott Speer,YES,,YES,"Step Up, Step Up 2 the Streets, Step Up 3D",Step Up All In,YES,,95,"Romance, Drama, Sports",,,,,,
Still_Alice_2014,Movie,DVD,Still Alice,2014,"Richard Glatzer, Wash Westmoreland",YES,,NO,,,,,97,Drama,,,,,,
Stronger_2017,Movie,DVD,Stronger,2017,David Gordon Green,NO,,NO,,,,,114,"Biography, Sports, Drama",,,,,,
Submergence_2017,Movie,DVD,Submergence,2017,Wim Wenders,NO,,NO,,,,,107,"Drama, Romance, Thriller",,,,,,
Succession_Season_1_2018,Series,DVD,Succession [Season 1],2018,Jesse Armstrong,YES,signed by Sarah Snook and Brian Cox,YES,,,NO,"Succession [Season 2], Succession [Season 3], Succession [Season 4]",60,Drama ,"This DVD is signed by Sarah Snook and Brian Cox 😁. This series is fast-paced, incredibly well written and insanely well acted. Season 1 is the best and makes you want more and more. It seems new and easily plays in the big league of television.",,,,,
Suicide_Squad_2016,Movie,DVD,Suicide Squad,2016,David Ayer,YES,,NO,,,,,118,"Fantasy, SciFi, Comedy",,,,,,
Suspicion_1941,Movie,DVD,Suspicion,1941,Alfred Hitchcock,NO,,NO,,,,,95,"Mystery, Thriller",,,,,,
Taxi_Teheran_2015,Movie,DVD,Taxi Teheran,2015,Jafar Panahi,YES,,NO,,,,,79,"Drama, Comedy",,,,,,
Tenet_2020,Movie,DVD,Tenet,2020,Christopher Nolan,YES,,NO,,,,,144,"SciFi, Drama, Action",,,,,,
Terminal_2018,Movie,DVD,Terminal,2018,Vaughn Stein,YES,,NO,,,,,91,"Action, Crime, Mystery",,,,,,
The_355_2022,Movie,DVD,The 355,2022,Simon Kinberg,YES,,NO,,,,,122,"Thriller, Action","The cast is awesome.  Yes the story is lacking and maybe not the greatest, but it's fun and women are at the center so this is an important movie. It was also one of the only movies released during COVID if I recall correctly. Or at least I always connect this movie to the pandemic somehow.","Theresa Rebeck, Simon Kinberg",Tom Holkenborg,Tim Maurice-Jones,Stephanie Collie,"Jessica Chastain, Penélope Cruz, Bingbing Fan, Diane Kruger, Lupita Nyong'o, Sebastian Stan, Edgar Ramirez"
The_Accountant_2016,Movie,DVD,The Accountant,2016,Gavin O'Connor,YES,,NO,,,,,122,"Action, Crime, Drama",,,,,,
The_Addams_Family_2019,Movie,BluRay,The Addams Family,2019,"Greg Tiernan, Conrad Vernon",NO,,YES,,The Addams Family 2,YES,,86,"Animation, Comedy",I haven't seen this movie but Allison Janney is in it and with Wednesday on the rise it fits in my library.,Matt Lieberman,"Jeff Danna, Mychael Danna",,,"Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Finn Wolfhard, Nick Kroll, Snoop Dogg, Bette Midler, Allison Janney, Martin Short, Catherine O'Hara"
The_Addams_Family_2_2021,Movie,BluRay,The Addams Family 2,2021,"Greg Tiernan, Conrad Vernon",NO,,YES,The Addams Family,,YES,,93,"Animation, Comedy, Adventure",It was an offer what can I say. I'm a sucker for complete franchises in my library.,"Dan Hernandez, Benji Samit, Ben Queen, Susanna Fogel","Jeff Danna, Mychael Danna",,,"Oscar Isaac, Charlize Theron, Chloë Grace Moretz, Nick Kroll, Snoop Dogg, Bette Midler, Bill Hader"
The_Aftermath_2019,Movie,DVD,The Aftermath,2019,James Kent,YES,,NO,,,,,104,"Drama, Romance, War",,,,,,
The_Amazing_SpiderMan_2012,Movie,DVD,The Amazing Spider-Man,2012,Marc Webb,YES,,YES,,The Amazing Spider-Man 2,YES,,131,"Action, SciFi, Romance",My favorite Spider-Man. He is hot and so is his girlfriend. One of the good Marvel movies and one that I will happily watch over and over again.,"James Vanderbilt, Alvin Sargent, Steve Kloves",James Horner,John Schwartzman,Kym Barret,"Andrew Garfield, Emma Stone, Rhys Ifans, Irrfan Khan, Denis Leary, Martin Sheen, Sally Field"
The_Amazing_SpiderMan_2_2014,Movie,DVD,The Amazing Spider-Man 2,2014,Marc Webb,YES,,YES,The Amazing Spider-Man,,YES,,136,"Action, SciFi, Romance",Still my favorite Spider-Man and the first one I saw in cinemas. Emma Stone and Andrew Garfield were and will always be the perfect couple and that ending is so incredibly heartbreaking that I am still not over it. ,"Alex Kurtzman, Roberto Orci, Jeff Pinkner","Hans Zimmer, The Magnificent Six",Dan Mindel,Deborah L. Scott,"Andrew Garfield, Emma Stone, Jamie Foxx, Paul Giamatti, Dane DeHaan, Felicity Jones, Sally Field"
The_Big_Lebowski_1998,Movie,BluRay,The Big Lebowski,1998,"Ethan Coen, Joel Coen",YES,,NO,,,,,118,"Comedy, Crime",,,,,,
The_Bikeriders_2024,Movie,BluRay,The Bikeriders,2024,Jeff Nichols,YES,,NO,,,,,116,"Drama, Crime","Like I, Tonya on first watch this is a solid movie. I believe this to be even better on the second watch. At the cinema the sound is incredible. The acting is next level and Jodie Comer will not win or even be nominated for this even though she deserves it so much. Her time will come.",Jeff Nichols,David Wingo,Adam Stone,Erin Benach,"Austin Butler, Jodie Comer, Tom Hardy, Michael Shannon, Mike Faist, Norman Reedus"
The_Breakfast_Club_1985,Movie,DVD,The Breakfast Club,1985,John Hughes,YES,,NO,,,,,93,"Drama, Comedy, Coming-of-Age",A classic that I have actually seen. I liked it. It is even cooler because it plays a big role in Pitch Perfect.,,,,,
The_Curious_Case_of_Benjamin_Button_2009,Movie,DVD,The Curious Case of Benjamin Button,2009,David Fincher,NO,,NO,,,,,159,"Drama, Fantasy, Romance",Cate Blanchett and Brad Pitt are good enough arguments to buy a movie.,Eric Roth,Alexandre Desplat,Claudio Miranda,Jaqueline West,"Cate Blanchett, Brad Pitt, Julia Ormond, Taraji P. Henson, Mahershala Ali, Elle Fanning, Tilda Swinton, "
The_Da_Vinci_Code_2006,Movie,DVD,The Da Vinci Code,2006,Ron Howard,YES,,YES,,Angels & Demons,NO,Inferno,167,"Thriller, Drama, Mystery",,,,,,
The_Dark_Knight_2008,Movie,DVD,The Dark Knight,2008,Christopher Nolan,YES,,YES,Batman Begins,The Dark Knight Rises,YES,,146,"Action, SciFi, Thriller",,,,,,
The_Dark_Knight_Rises_2012,Movie,DVD,The Dark Knight Rises,2012,Christopher Nolan,YES,,YES,"Batman Begins, The Dark Knight",,YES,,160,"Action, SciFi, Thriller",,,,,,
The_Edge_of_Tomorrow_2014,Movie,BluRay,The Edge of Tomorrow,2014,Doug Liman,YES,,NO,,,,,113,"SciFi, Action, Thriller",,,,,,
The_End_We_Start_From_2023,Movie,BluRay,The End We Start From,2023,Mahalia Belo,YES,,NO,,,,,102,"Drama, Thriller",A slow-burner that has become more important with just the span of a year. A world where we are facing floods everywhere is not too far in the future and even here. A young mother incredibly well portrayed by Jodie Comer and so many metaphors that you can't even catch all of them on the first go. The visuals of this movie are insane on the big screen and one aspect that cannot be overlooked is the beautiful friendship between Katherine Waterston and Jodie Comer.,Alice Birch,Anna Meredith,Suzie Lavelle,PC Williams,"Jodie Comer, Joel Fry, Nina Sosanya, Mark Strong, Katherine Waterston, Benedict Cumberbatch, Gina McKee, Ramanique Ahluwalia"
The_Farewell_2019,Movie,DVD,The Farewell,2019,Lulu Wang,YES,,NO,,,,,96,"Drama, Comedy","Awkwafina won a Golden Globe for this movie - let that settle in! A great movie that becomes more relatable as you get older. It is beautiful and even if you watch this movie without subtitles and don't understand the dialogue, you will enjoy the movie because of its beautiful composition.",,,,,
The_Favourite_2018,Movie,DVD,The Favourite,2018,Yorgos Lanthimos,YES,,NO,,,,,115,"Comedy, Drama, Epic",,,,,,
The_Fighter_2010,Movie,BluRay,The Fighter,2010,David O. Russell,NO,,NO,,,,,116,"Sports, Action, Biography",,,,,,
The_Front_Runner_2018,Movie,DVD,The Front Runner,2018,Jason Reitman,YES,,NO,,,,,109,"Drama, Biography, Mystery ",,,,,,
The_Good_Place_Season_1_2016,Series,DVD,The Good Place [Season 1],2016,Michael Schur,YES,,YES,,"The Good Place [Season 2], The Good Place [Season 3], The Good Place [Season 4]",YES,,22,"Sitcom, Comedy, Fantasy",,,,,,
The_Good_Place_Season_2_2017,Series,DVD,The Good Place [Season 2],2017,Michael Schur,YES,,YES,The Good Place [Season 1],"The Good Place [Season 3], The Good Place [Season 4]",YES,,22,"Sitcom, Comedy, Fantasy",,,,,,
The_Good_Place_Season_3_2018,Series,DVD,The Good Place [Season 3],2018,Michael Schur,YES,,YES,"The Good Place [Season 1], The Good Place [Season 2]",The Good Place [Season 4],YES,,22,"Sitcom, Comedy, Fantasy",,,,,,
The_Good_Place_Season_4_2019,Series,DVD,The Good Place [Season 4],2019,Michael Schur,NO,,YES,"The Good Place [Season 1], The Good Place [Season 2], The Good Place [Season 3]",,YES,,22,"Sitcom, Comedy, Fantasy",,,,,,
The_Goonies_1985,Movie,DVD,The Goonies,1985,Richard Donner,NO,,NO,,,,,110,"Adventure, Comedy",,,,,,
The_Grand_Budapest_Hotel_2014,Movie,BluRay,The Grand Budapest Hotel,2014,Wes Anderson,YES,,NO,,,,,100,"Drama, Comedy",,,,,,
The_Greatest_Showman_2017,Movie,BluRay,The Greatest Showman,2017,Michael Gracey,YES,,NO,,,,,105,"Musical, Drama",,,,,,
The_Help_2011,Movie,DVD,The Help,2011,Tate Taylor,YES,,NO,,,,,140,"Drama, History, Comedy","I went to Müller one day, bought this movie, came home, watched it and was in awe. It is probably one of my favorite movies that I always forget to mention but it is so beautifully made and the cast is just incredible. Bryce Dallas Howard's performance is one of the greatest and the music accompanies the movie so well. You is strong, you is smart, you is important.",Tate Taylor,Thomas Newman,Stephen Goldblatt,Sharen Davis,"Emma Stone, Viola Davis, Bryce Dallas Howard, Octavia Spencer, Jessica Chastain, Allison Janney, Anna Camp, Cicely Tyson, Mike Vogel, Wes Chatham, Brian Kerwin, Sissy Spacek, Aunjanue Ellis-Taylor, Mary Steenburgen, Leslie Jordan"
The_High_Note_2020,Movie,BluRay,The High Note,2020,Nisha Ganatra,NO,,NO,,,,,113,Comedy,,,,,,
The_Holiday_2006,Movie,DVD,The Holiday,2006,Nancy Meyers,YES,,NO,,,,,128,"Romance, Drama, Seasonal",,,,,,
The_Hound_of_the_Baskervilles_2002,Movie,DVD,The Hound of the Baskervilles,2002,David Attwood,YES,,NO,,,,,91,"Crime, Mystery, Drama",,,,,,
The_House_with_a_Clock_in_its_Walls_2018,Movie,DVD,The House with a Clock in its Walls,2018,Eli Roth,YES,,NO,,,,,101,"Mystery, Fantasy, Seasonal",It's a fun one and probably the first movie with Jack Black I enjoyed. The presstour for this was also fun which I believe was the reason I developed an interest for this movie. I believe it was also one of the first movies I bought on DVD before having actually seen it.,Eric Kripke,Nathan Barr,Rogier Stoffers,Marlene Stewart,"Jack Black, Cate Blanchett, Owen Vaccaro, Kyle MacLachlan, Renée Elise Goldsberry, Colleen Camp, Eli Roth"
The_Hunger_Games_2012,Movie,DVD,The Hunger Games,2012,Gary Ross,YES,,YES,The Hunger Games: The Ballad of Songbirds & Snakes,"The Hunger Games: Catching Fire, The Hunger Games: Mockingjay - Part 1, The Hunger Games: Mockingjay - Part 2",YES,,137,"SciFi, Drama, Action",My favorite franchise. Yes. The music. The plot. The acting. The book (that I have actually read. Even a bunch of times). The scenery. This list could continue on an on. And this is another movie that I have watched a lot of times because it was in my DVD player and I didn't swap it for weeks.,"Gary Ross, Suzanne Collins, Billy Ray",James Newton Howard,Tom Stern,Judianna Makovsky,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Stanley Tucci, Wes Bentley, Willow Shields, Elizabeth Banks, Toby Jones, Dayo Okeniyi, Lenny Kravitz, Leven Rambin, Jack Quaid, Donald Sutherland, Alexander Ludwig, Isabelle Fuhrman, Amandla Stenberg"
The_Hunger_Games_Catching_Fire_2013,Movie,DVD,The Hunger Games: Catching Fire,2013,Francis Lawrence,YES,,YES,"The Hunger Games: The Ballad of Songbirds & Snakes, The Hunger Games","The Hunger Games: Mockingjay - Part 1, The Hunger Games: Mockingjay - Part 2",YES,,141,"SciFi, Drama, Action",The idea of the arena being a clock has always intrigued me. The introduction of previous winners amongst which we have hotties Sam Claflin and Jenna Malone brings this movie to another level than the first one. A worthy sequel and film to the book that is easily the strongest out of the franchise.,"Simon Beaufoy, Michael Arndt",James Newton Howard,Jo Willems,Trish Summerville,"Jennifer Lawrence, Liam Hemsworth, Woody Harrelson, Josh Hutcherson, Paula Malcomson, Willow Shields, Donald Sutherland, Elizabeth Banks, Lenny Kravitz, Stanley Tucci, Jeffrey Wright, Sam Claflin, Toby Jones, Jena Malone"
The_Hunger_Games_Mockingjay_Part_1_2014,Movie,DVD,The Hunger Games: Mockingjay - Part 1,2014,Francis Lawrence,YES,also available in Farsi,YES,"The Hunger Games: The Ballad of Songbirds & Snakes, The Hunger Games, The Hunger Games: Catching Fire",The Hunger Games: Mockingjay - Part 2,YES,,118,"SciFi, Drama, Action",The weakest yet still great movie out of the original series. I liked the claustrophobia you get from this and the propaganda aspect. Even if this movie is the weakest it is still great because it introduces us to the disturbing life and politics of District 13.,"Peter Craig, Danny Strong",James Newton Howard,Jo Willems,Kurt and Bart,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Donald Sutherland, Philip Seymour Hoffman, Julianne Moore, Willow Shields, Sam Claflin, Elizabeth Banks, Mahershala Ali, Jena Malone, Jeffrey Wright, Paula Malcomson, Stanley Tucci, Natalie Dormer, Wes Chatham"
The_Hunger_Games_Mockingjay_Part_2_2015,Movie,DVD,The Hunger Games: Mockingjay - Part 2,2015,Francis Lawrence,YES,,YES,"The Hunger Games: The Ballad of Songbirds & Snakes, The Hunger Games, The Hunger Games: Catching Fire, The Hunger Games: Mockingjay - Part 1",,YES,,132,"SciFi, Drama, Action",Welcome to the 76th Hunger Games. More crazy additions to the cast making it even wilder than before. The traps in the capitol and the climax of an awesome franchise that means so much to me. The scenes filmed in Berlin look amazing and knowing I have been to some of those places is even cooler.,"Peter Craig, Danny Strong",James Newton Howard,Jo Willems,Kurt and Bart,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Donald Sutherland, Philip Seymour Hoffman, Julianne Moore, Willow Shields, Sam Claflin, Elizabeth Banks, Mahershala Ali, Jena Malone, Jeffrey Wright, Paula Malcomson, Stanley Tucci, Nathalie Dormer, Wes Chatham, Gwendoline Christie"
The_Hunger_Games_The_Ballad_Of_Songbirds_and_Snakes_2023,Movie,BluRay,The Hunger Games: The Ballad of Songbirds & Snakes,2023,Francis Lawrence,YES,,YES,,"The Hunger Games, The Hunger Games: Catching Fire, The Hunger Games: Mockingjay - Part 1, The Hunger Games: Mockingjay - Part 2",YES,,158,"SciFi, Drama, Action","It's not the yellow from the egg, but it IS a nice expansion to the universe I love so much. We get to see the start of it all, how things developed and have become the way they ""are now"". There is a lot of singing, but it is the story after all and I think they stayed true to the universe and expanded it really well, showing the narcissism this all stemmed from, so really, even though it isn't the greatest of all movies, it is a loved child of the franchise.","Michael Lesslie, Michael Arndt, Suzanne Collins",James Newton Howard,Jo Willems,Trish Summerville,"Rachel Zegler, Tom Blyth, Viola Davis, Hunter Schafer, Josh Rivera, Peter Dinklage, Jason Schwartzman, "
The_Huntsman_Winters_War_2016,Movie,DVD,The Huntsman: Winter's War,2016,Cedric Nicolas-Troyan,YES,,YES,,,NO,Snow White and the Huntsman,109,"Fantasy, Drama, Action",,,,,,
The_Hustle_2019,Movie,DVD,The Hustle,2019,Chris Addison,YES,,NO,,,,,90,Comedy,Even if Anne Hathaway's accent throws you off and Rebel Wilson's humor is not yours you should give this one a try. It's fun and exactly what you expect. ,,,,,
The_Imitation_Game_2014,Movie,DVD,The Imitation Game,2014,Morten Tyldum,YES,,NO,,,,,110,"History, Thriller, War",An incredible historical drama that sheds light on the unforgettable and absolutely important life of Alan Turing. The music is out of this world by Alexandre Desplat and this movie is exciting on every watch.,,,,,
The_Intern_2015,Movie,DVD,The Intern,2015,Nancy Meyers,YES,,NO,,,,,117,"Drama, Comedy, Romance",,,,,,
The_Iron_Lady_2017,Movie,DVD,The Iron Lady,2017,Phyllida Lloyd,NO,,NO,,,,,105,"Drama, History, Biography",,,,,,
The_Karate_Kid_2010,Movie,BluRay,The Karate Kid,2010,Harald Zwart,YES,,NO,,,,,140,"Action, Coming-of-Age, Drama",,,,,,
The_Last_Duel_2021,Movie,BluRay,The Last Duel,2021,Ridley Scott,YES,,NO,,,,,152,"Epic, Drama, History",This might not be everyone's cup of tea but if you are up to see the subtle changes in Jodie Comer's performance depending on which person the story is telling this is an absolute masterpiece of directing and acting and deserved more recognition.,"Nicole Holofcener, Ben Affleck, Matt Damon",Harry Gregson-Williams,Dariusz Wolski,Janty Yates,"Matt Damon, Adam Driver, Jodie Comer, Harriet Walter, Ben Affleck, Alex Lawther"
The_Last_King_of_Scotland_2007,Movie,DVD,The Last King of Scotland,2007,Kevin Macdonald,NO,,NO,,,,,118,"Biography, Drama, History",,,,,,
The_Legend_of_Tarzan_2016,Movie,BluRay,The Legend of Tarzan,2016,David Yates,YES,,NO,,,,,110,"Fantasy, Action, Action",,,,,,
The_Light_Between_Oceans_2016,Movie,BluRay,The Light Between Oceans,2016,Derek Cianfrance,NO,,NO,,,,,133,"Romance, Drama",,,,,,
The_Lost_World_Jurassic_Park_1997,Movie,DVD,The Lost World: Jurassic Park,1997,Steven Spielberg,YES,signed by Jeff Goldblum,YES,Jurassic Park,"Jurassic Park III, Jurassic World, Jurassic World: Fallen Kingdom, Jurassic World: Dominion",YES,,129,"SciFi, Drama, Action",,,,,,
The_Martian_2015,Movie,BluRay,The Martian,2015,Ridley Scott,YES,,NO,,,,,142,"SciFi, Drama, Thriller",,,,,,
The_Mauritanian_2021,Movie,DVD,The Mauritanian,2021,Kevin Macdonald,YES,,NO,,,,,124,Drama,,,,,,
The_Maze_Runner_2014,Movie,DVD,The Maze Runner,2014,Wes Ball,YES,,YES,,Maze Runner: The Scorch Trials,NO,Maze Runner: The Death Cure,109,"SciFi, Action, Adventure",,,,,,
The_Mirror_Crackd_1980,Movie,DVD,The Mirror Crack'd,1980,Guy Hamilton,YES,,NO,,,,,101,"Mystery, Drama, Crime",,,,,,
The_Mummy_1999,Movie,DVD,The Mummy,1999,Stephen Sommers,NO,,NO,,,,,120,"Adventure, Fantasy, Action",,,,,,
The_Night_Manager_2016,Series,BluRay,The Night Manager,2016,David Farr,YES,,NO,,,,,60,"Action, Thriller, Drama",,,,,,
The_Nutcracker_and_the_Four_Realms_2018,Movie,BluRay,The Nutcracker and the Four Realms,2018,Lasse Hallström,YES,,NO,,,,,99,"Seasonal, Fantasy, Adventure",,,,,,
The_Reader_2008,Move,DVD,The Reader,2008,Stephen Daldry,NO,,NO,,,,,124,"Romance, Drama, Mystery",,,,,,
The_Second_Best_Exotic_Marigold_Hotel_2015,Movie,DVD,The Second Best Exotic Marigold Hotel,2015,John Madden,NO,,YES,,,NO,The Best Exotic Marigold Hotel,119,"Comedy, Romance, Drama",,,,,,
The_Shape_of_Water_2017,Movie,DVD,The Shape of Water,2017,Guillermo del Toro,YES,,NO,,,,,118,"Fantasy, Drama",The score and story are a product of love and passion. This movie deserves everything it got and was a fresh take of fantasy and drama that you don't see every day.,,,,,
The_Simpsons_Movie_2007,Movie,DVD,The Simpsons Movie,2007,David Silverman,YES,,NO,,,,,83,"Animation, Adventure, Comedy",,,,,,
The_Sound_of_Music_1965,Movie,DVD,The Sound of Music,1965,Robert Wise,YES,,NO,,,,,168,"Musical, Drama, War",,,,,,
The_SpongeBob_SquarePants_Movie_2004,Movie,DVD,The SpongeBob SquarePants Movie,2004,"Stephen Hillenburg, Mark Osborne",YES,,NO,,,,,83,"Animation, Adventure, Comedy",,,,,,
The_Suicide_Squad_2021,Movie,BluRay,The Suicide Squad,2021,James Gunn,YES,,NO,,,,,132,"Fantasy, SciFi, Comedy",,,,,,
The_Theory_of_Everything_2014,Movie,DVD,The Theory of Everything,2014,James Marsh,YES,,NO,,,,,118,"Biophraphy, Drama",,,,,,
The_Truman_Show_1998,Movie,DVD,The Truman Show,1998,Peter Weir,YES,,NO,,,,,99,"Drama, Comedy, SciFi",,,,,,
The_White_Princess_2017,Series,DVD,The White Princess,2017,"Jamie Payne, Alex Kalymnios",YES,,NO,,,,,60,"History, Epic, Drama","The way Elizabeth starts out as the loyal daughter who will fight for the Tudors to get them back and ends up putting herself first everywhere and being loyal to Henry is wilde. It's a slow interpolation that you don't notice at first but in the end you find yourself thinking ""Damn when did this happen?"".",Emma Frost,John Lunn,Chris Seager,Phoebe De Gaye,"Jodie Comer, Rebecca Benson, Jacob Collins-Levy, Richard Dillane, Michelle Fairley, Kenneth Cranham, Nicholas Audsley"
